Time,AccelerationX [m/s2],AccelerationY [m/s2],AccelerationZ [m/s2],Celsius [deg]
17:31:56,-0.19,0.02,-9.93,23.4
17:31:56,-0.17,0.06,-10.10,23.4
17:31:56,-0.22,0.04,-10.06,23.4
17:31:56,-0.15,-0.04,-10.03,23.4
17:31:56,-0.31,0.07,-10.00,23.4
17:31:56,-0.22,-0.05,-10.06,23.4
17:31:56,-0.28,-0.02,-10.07,23.4
17:31:56,-0.15,-0.04,-10.06,23.4
17:31:56,-0.10,-0.04,-10.06,23.4
17:31:56,-0.31,-0.07,-10.03,23.4
17:31:56,-0.18,0.01,-10.03,23.4
17:31:56,-0.22,0.11,-9.97,23.4
17:31:56,-0.37,0.00,-10.09,23.4
17:31:56,-0.16,-0.07,-10.06,23.4
17:31:57,-0.12,-0.01,-10.10,23.4
17:31:57,-0.23,-0.03,-10.09,23.4
17:31:57,-0.24,-0.03,-10.07,23.4
17:31:57,-0.21,-0.01,-10.03,23.4
17:31:57,-0.20,0.12,-10.06,23.4
17:31:57,-0.14,0.03,-10.01,23.4
17:31:57,-0.21,-0.02,-10.10,23.4
17:31:57,-0.27,0.06,-9.98,23.4
17:31:57,-0.14,-0.10,-10.09,23.4
17:31:57,-0.18,0.03,-10.03,23.4
17:31:57,-0.30,0.03,-10.03,23.4
17:31:57,-0.18,0.07,-10.01,23.4
17:31:57,-0.18,0.10,-10.04,23.4
17:31:57,-0.21,0.01,-10.00,23.4
17:31:57,-0.11,0.10,-10.13,23.4
17:31:57,-0.14,0.07,-10.13,23.4
17:31:57,-0.15,0.08,-10.08,23.4
17:31:57,-0.12,0.05,-10.01,23.4
17:31:57,-0.24,-0.09,-9.97,23.4
17:31:57,-0.24,0.07,-10.09,23.4
17:31:57,-0.15,0.16,-10.10,23.4
17:31:57,-0.13,0.04,-10.06,23.4
17:31:57,-0.21,0.02,-9.98,23.4
17:31:57,-0.22,-0.01,-10.09,23.4
17:31:57,-0.14,-0.04,-10.11,23.4
17:31:57,-0.30,0.00,-9.94,23.4
17:31:57,-0.16,-0.04,-10.03,23.4
17:31:57,-0.18,0.07,-10.09,23.4
17:31:57,-0.16,0.00,-10.18,23.4
17:31:57,-0.21,-0.03,-10.05,23.4
17:31:57,-0.27,0.00,-10.03,23.4
17:31:57,-0.20,-0.03,-10.03,23.4
17:31:57,-0.21,0.08,-9.94,23.4
17:31:57,-0.20,0.01,-10.03,23.4
17:31:57,-0.15,-0.06,-10.02,23.4
17:31:57,-0.25,0.09,-10.06,23.4
17:31:57,-0.17,-0.08,-10.10,23.4
17:31:57,-0.28,0.13,-10.01,23.4
17:31:57,-0.16,-0.02,-10.09,23.4
17:31:57,-0.10,-0.02,-10.09,23.4
17:31:57,-0.31,-0.06,-10.01,23.4
17:31:57,-0.17,0.08,-10.10,23.4
17:31:57,-0.38,0.07,-10.05,23.4
17:31:57,-0.17,0.02,-10.15,23.4
17:31:57,-0.21,0.01,-10.15,23.4
17:31:57,-0.24,0.09,-10.08,23.4
17:31:57,-0.16,0.07,-10.04,23.4
17:31:57,-0.17,0.07,-10.09,23.4
17:31:57,-0.13,0.06,-10.10,23.4
17:31:57,-0.13,0.04,-10.07,23.4
17:31:57,-0.22,0.15,-10.13,23.4
17:31:57,-0.19,0.08,-10.22,23.4
17:31:57,-0.12,0.04,-10.14,23.4
17:31:57,-0.12,0.01,-10.04,23.4
17:31:57,-0.21,0.09,-10.19,23.4
17:31:57,-0.20,0.00,-10.06,23.4
17:31:57,-0.10,0.02,-10.06,23.4
17:31:57,-0.12,0.04,-10.09,23.4
17:31:57,-0.19,0.00,-10.04,23.4
17:31:57,-0.21,-0.01,-10.02,23.4
17:31:57,-0.15,-0.08,-9.98,23.4
17:31:57,-0.20,0.07,-10.04,23.4
17:31:57,-0.26,-0.02,-10.02,23.4
17:31:57,-0.22,-0.03,-10.10,23.4
17:31:57,-0.25,-0.10,-10.08,23.4
17:31:57,-0.13,-0.03,-10.07,23.4
17:31:57,-0.15,-0.07,-10.04,23.4
17:31:57,-0.17,-0.06,-10.14,23.4
17:31:57,-0.14,-0.04,-9.96,23.4
17:31:57,-0.23,0.02,-10.12,23.4
17:31:57,-0.16,0.05,-10.07,23.4
17:31:57,-0.15,-0.03,-10.13,23.4
17:31:57,-0.10,-0.03,-10.05,23.4
17:31:57,-0.18,0.03,-10.02,23.4
17:31:57,-0.25,0.00,-10.02,23.4
17:31:57,-0.21,-0.04,-9.99,23.4
17:31:57,-0.21,-0.10,-10.05,23.4
17:31:57,-0.15,-0.05,-10.00,23.4
17:31:57,-0.21,0.00,-10.01,23.4
17:31:57,-0.18,0.05,-10.08,23.4
17:31:57,-0.17,0.05,-10.08,23.4
17:31:57,-0.11,-0.04,-10.01,23.4
17:31:57,-0.18,-0.05,-10.03,23.4
17:31:57,-0.19,0.09,-10.03,23.4
17:31:57,-0.23,-0.04,-10.01,23.4
17:31:57,-0.21,0.04,-10.03,23.4
17:31:57,-0.26,0.04,-10.10,23.4
17:31:57,-0.19,0.05,-10.10,23.4
17:31:57,-0.11,0.07,-10.01,23.4
17:31:57,-0.31,-0.05,-9.99,23.4
17:31:57,-0.13,0.03,-10.07,23.4
17:31:57,-0.16,0.06,-10.01,23.4
17:31:57,-0.23,0.19,-10.04,23.4
17:31:57,-0.21,-0.01,-9.99,23.4
17:31:57,-0.14,-0.04,-10.08,23.4
17:31:57,-0.24,-0.11,-9.95,23.4
17:31:57,-0.17,0.05,-10.02,23.4
17:31:57,-0.07,-0.08,-10.08,23.4
17:31:57,-0.26,-0.05,-10.12,23.4
17:31:57,-0.22,0.09,-10.12,23.4
17:31:58,-0.14,0.06,-10.07,23.4
17:31:58,-0.25,-0.01,-10.13,23.4
17:31:58,-0.14,-0.01,-10.02,23.4
17:31:58,-0.19,-0.02,-9.96,23.4
17:31:58,-0.15,0.07,-9.99,23.4
17:31:58,-0.15,-0.01,-10.12,23.4
17:31:58,-0.22,0.05,-10.00,23.4
17:31:58,-0.15,0.02,-9.94,23.4
17:31:58,-0.24,0.13,-10.10,23.4
17:31:58,-0.24,-0.04,-9.96,23.4
17:31:58,-0.15,-0.02,-10.06,23.4
17:31:58,-0.21,-0.09,-9.97,23.4
17:31:58,-0.22,-0.09,-10.07,23.4
17:31:58,-0.10,-0.04,-10.02,23.4
17:31:58,-0.29,0.07,-10.06,23.4
17:31:58,-0.21,0.07,-10.07,23.4
17:31:58,-0.18,-0.07,-10.11,23.4
17:31:58,-0.12,-0.02,-10.16,23.4
17:31:58,-0.21,0.00,-10.06,23.4
17:31:58,-0.23,-0.06,-10.03,23.4
17:31:58,-0.23,0.00,-10.07,23.4
17:31:58,-0.21,0.08,-10.06,23.4
17:31:58,-0.24,-0.09,-10.03,23.4
17:31:58,0.02,1.47,-10.16,23.4
17:31:58,1.33,0.87,-10.33,23.4
17:31:58,-0.10,-1.38,-10.87,23.4
17:31:58,-0.92,-0.72,-10.46,23.4
17:31:58,-0.30,-0.13,-9.92,23.4
17:31:58,-0.23,-0.66,-9.97,23.4
17:31:58,-0.25,-0.21,-9.93,23.4
17:31:58,-0.34,-0.74,-10.18,23.4
17:31:58,-0.34,-0.46,-10.04,23.4
17:31:58,-0.06,-0.02,-10.07,23.4
17:31:58,-0.51,0.28,-9.93,23.4
17:31:58,-0.04,0.73,-10.20,23.4
17:31:58,0.04,0.16,-9.91,23.4
17:31:58,-0.22,0.05,-10.00,23.4
17:31:58,-0.10,0.14,-10.19,23.4
17:31:58,-0.24,-0.06,-10.04,23.4
17:31:58,-0.21,0.03,-9.99,23.4
17:31:58,-0.31,0.09,-10.00,23.4
17:31:58,-0.23,-0.09,-9.96,23.4
17:31:58,-0.19,0.04,-9.99,23.4
17:31:58,-0.22,0.05,-10.05,23.4
17:31:58,-0.16,-0.01,-10.05,23.4
17:31:58,-0.22,0.05,-10.07,23.4
17:31:58,-0.08,0.09,-10.10,23.4
17:31:58,-0.13,0.05,-10.09,23.4
17:31:58,-0.30,0.08,-10.09,23.4
17:31:58,-0.27,-0.04,-9.98,23.4
17:31:58,-0.40,0.05,-10.07,23.4
17:31:58,-0.27,0.00,-10.00,23.4
17:31:58,0.21,0.01,-10.13,23.4
17:31:58,-0.16,-0.10,-10.06,23.4
17:31:58,-0.32,-0.10,-10.08,23.4
17:31:58,-0.19,-0.09,-10.04,23.4
17:31:58,-0.35,-0.57,-10.08,23.4
17:31:58,-0.26,-0.32,-10.06,23.4
17:31:58,0.30,-0.04,-10.27,23.4
17:31:58,-0.25,0.62,-9.95,23.4
17:31:58,0.00,0.17,-9.95,23.4
17:31:58,-0.27,-0.25,-10.02,23.4
17:31:58,-0.19,0.37,-10.02,23.4
17:31:58,-0.27,0.10,-10.11,23.4
17:31:58,-0.27,0.09,-9.94,23.4
17:31:58,-0.05,0.04,-10.06,23.4
17:31:58,-0.24,-0.11,-10.08,23.4
17:31:58,-0.13,0.18,-10.11,23.4
17:31:58,-0.05,0.18,-9.96,23.4
17:31:58,0.09,0.25,-10.12,23.4
17:31:58,-0.16,-0.05,-10.10,23.4
17:31:58,-0.20,0.06,-10.12,23.4
17:31:58,-0.16,-0.06,-10.04,23.4
17:31:58,0.02,-0.08,-9.96,23.4
17:31:58,0.11,0.44,-10.02,23.4
17:31:58,-0.21,0.05,-10.08,23.4
17:31:58,-0.14,0.13,-9.99,23.4
17:31:58,-0.09,0.16,-10.08,23.4
17:31:58,-0.09,0.11,-10.03,23.4
17:31:58,0.00,0.14,-10.10,23.4
17:31:58,-0.10,0.12,-10.02,23.4
17:31:58,-0.10,0.08,-9.92,23.4
17:31:58,0.09,-0.07,-10.00,23.4
17:31:58,-0.21,0.12,-9.94,23.4
17:31:58,-0.03,0.07,-9.96,23.4
17:31:58,0.07,0.20,-10.06,23.4
17:31:58,-0.24,0.15,-9.96,23.4
17:31:58,-0.03,0.07,-10.03,23.4
17:31:58,-0.07,0.09,-10.01,23.4
17:31:58,-0.10,-0.01,-10.02,23.4
17:31:58,-0.12,-0.09,-10.02,23.4
17:31:58,-0.05,0.10,-10.03,23.4
17:31:58,-0.23,0.05,-10.10,23.4
17:31:58,-0.12,-0.12,-10.03,23.4
17:31:58,-0.19,0.38,-9.96,23.4
17:31:58,-0.18,-0.15,-9.99,23.4
17:31:58,-0.25,-0.01,-10.04,23.4
17:31:58,-0.12,0.25,-10.13,23.4
17:31:58,-0.15,0.46,-9.94,23.4
17:31:58,-0.30,-0.33,-10.01,23.4
17:31:58,-0.16,0.02,-10.03,23.4
17:31:58,-0.10,0.09,-10.03,23.4
17:31:59,-0.21,-0.01,-10.06,23.4
17:31:59,-0.23,-0.07,-10.12,23.4
17:31:59,-0.12,-0.09,-9.96,23.4
17:31:59,-0.14,0.04,-10.06,23.4
17:31:59,-0.12,-0.06,-10.32,23.4
17:31:59,-0.28,-0.26,-10.10,23.4
17:31:59,-0.31,-0.28,-10.13,23.4
17:31:59,0.14,-0.40,-9.94,23.4
17:31:59,0.12,0.09,-10.07,23.4
17:31:59,-0.16,0.12,-10.72,23.4
17:31:59,-0.49,-0.35,-9.92,23.4
17:31:59,-0.97,-0.06,-10.03,23.4
17:31:59,-0.55,0.00,-10.32,23.4
17:31:59,-0.17,0.11,-10.24,23.4
17:31:59,-0.09,0.07,-10.52,23.4
17:31:59,0.04,0.02,-10.63,23.4
17:31:59,0.21,-0.24,-10.23,23.4
17:31:59,-0.36,-0.41,-10.10,23.4
17:31:59,-0.92,-0.27,-9.98,23.4
17:31:59,-1.13,-0.19,-10.35,23.4
17:31:59,-0.97,-0.12,-10.70,23.4
17:31:59,-0.61,0.30,-10.62,23.4
17:31:59,-0.53,0.34,-10.45,23.4
17:31:59,-0.31,0.10,-9.94,23.4
17:31:59,-0.27,0.17,-9.63,23.4
17:31:59,0.09,0.12,-9.60,23.4
17:31:59,0.27,0.16,-9.66,23.4
17:31:59,-0.53,-0.10,-9.96,23.4
17:31:59,-0.63,0.00,-9.73,23.4
17:31:59,-0.75,-0.04,-9.54,23.4
17:31:59,-0.49,-0.03,-9.56,23.4
17:31:59,-0.40,-0.06,-9.87,23.4
17:31:59,0.06,-0.04,-9.89,23.4
17:31:59,-0.06,-0.58,-10.18,23.4
17:31:59,0.42,-0.12,-10.46,23.4
17:31:59,0.65,-0.02,-10.70,23.4
17:31:59,0.41,-0.35,-10.39,23.4
17:31:59,0.04,-0.92,-10.19,23.4
17:31:59,-0.35,-0.26,-10.08,23.4
17:31:59,-0.78,-0.44,-9.97,23.4
17:31:59,-0.78,-0.21,-9.97,23.4
17:31:59,-0.81,-0.16,-10.02,23.4
17:31:59,-1.25,-0.39,-10.50,23.4
17:31:59,-1.53,-0.53,-10.60,23.4
17:31:59,-1.63,-0.64,-10.34,23.4
17:31:59,-1.67,-0.49,-9.93,23.4
17:31:59,-0.46,-0.47,-9.74,23.4
17:31:59,-0.07,0.30,-8.69,23.4
17:31:59,-0.10,-0.07,-9.16,23.4
17:31:59,-0.37,-0.29,-9.83,23.4
17:31:59,-0.41,-0.20,-9.99,23.4
17:31:59,-0.27,-0.09,-10.22,23.4
17:31:59,-0.40,-0.59,-9.93,23.4
17:31:59,-0.40,-0.52,-9.74,23.4
17:31:59,0.08,-0.61,-9.59,23.4
17:31:59,0.79,-0.87,-9.63,23.4
17:31:59,0.23,-0.11,-9.65,23.4
17:31:59,-0.64,-0.27,-9.83,23.4
17:31:59,-0.86,-0.93,-9.68,23.4
17:31:59,-0.59,-0.65,-9.99,23.4
17:31:59,-0.76,-0.35,-10.26,23.4
17:31:59,-1.05,-0.27,-10.57,23.4
17:31:59,-1.01,-0.34,-10.58,23.4
17:31:59,-0.67,-0.33,-9.51,23.4
17:31:59,-0.52,-0.31,-9.00,23.4
17:31:59,-0.44,-0.01,-9.32,23.4
17:31:59,-0.33,0.09,-9.20,23.4
17:31:59,-0.44,-0.07,-9.19,23.4
17:31:59,-0.09,0.38,-9.29,23.4
17:31:59,0.13,0.41,-9.49,23.4
17:31:59,-0.50,0.38,-9.81,23.4
17:31:59,0.06,0.03,-9.76,23.4
17:31:59,-0.30,0.15,-9.87,23.4
17:31:59,-0.23,-0.08,-9.68,23.4
17:31:59,-0.02,-0.18,-9.76,23.4
17:31:59,0.22,0.00,-10.04,23.4
17:31:59,0.05,0.19,-10.99,23.4
17:31:59,-0.05,0.01,-11.67,23.4
17:31:59,0.06,0.12,-11.82,23.4
17:31:59,-0.08,0.13,-11.67,23.4
17:31:59,-0.25,-0.08,-11.01,23.4
17:31:59,-0.22,0.12,-10.36,23.4
17:31:59,-0.42,-0.24,-9.75,23.4
17:31:59,-0.39,-0.19,-9.52,23.4
17:31:59,-0.48,-0.19,-9.56,23.4
17:31:59,-0.53,-0.29,-9.50,23.4
17:31:59,-0.74,-0.24,-9.42,23.4
17:31:59,-0.53,-0.29,-9.74,23.4
17:31:59,-0.40,-0.05,-9.84,23.4
17:31:59,-0.17,0.31,-10.01,23.4
17:31:59,0.08,0.63,-9.94,23.4
17:31:59,0.23,0.66,-10.05,23.4
17:31:59,0.32,0.75,-9.91,23.4
17:31:59,0.39,0.81,-10.23,23.4
17:31:59,0.45,0.84,-10.43,23.4
17:31:59,0.06,0.77,-10.19,23.4
17:31:59,-0.25,0.60,-10.03,23.4
17:31:59,-0.62,0.37,-10.20,23.4
17:31:59,-0.57,0.36,-10.42,23.4
17:31:59,-0.53,0.43,-10.51,23.4
17:32:00,-0.49,0.55,-10.18,23.4
17:32:00,-0.36,0.48,-10.42,23.4
17:32:00,-0.25,0.51,-10.31,23.4
17:32:00,-0.23,0.19,-10.10,23.4
17:32:00,-0.38,-0.33,-9.64,23.4
17:32:00,-0.29,-0.08,-9.74,23.4
17:32:00,-0.53,-0.22,-10.20,23.4
17:32:00,-0.62,0.04,-10.41,23.4
17:32:00,-0.82,-0.04,-10.26,23.4
17:32:00,-0.67,-0.16,-10.10,23.4
17:32:00,-0.65,0.19,-9.98,23.4
17:32:00,-0.51,0.13,-9.92,23.4
17:32:00,-0.55,0.11,-9.74,23.4
17:32:00,-0.48,-0.02,-9.49,23.4
17:32:00,-0.48,-0.32,-9.58,23.4
17:32:00,-0.28,0.70,-11.85,23.4
17:32:00,-0.47,-0.63,-9.72,23.4
17:32:00,-0.38,0.08,-9.78,23.4
17:32:00,-0.38,0.09,-10.75,23.4
17:32:00,-0.58,-0.12,-10.04,23.4
17:32:00,-0.70,-0.04,-10.20,23.4
17:32:00,-0.51,0.06,-9.90,23.4
17:32:00,-0.54,0.16,-9.98,23.4
17:32:00,-0.61,0.00,-10.08,23.4
17:32:00,-0.72,-0.03,-10.04,23.4
17:32:00,-0.54,0.06,-10.09,23.4
17:32:00,-0.44,-0.16,-9.94,23.4
17:32:00,-0.63,-0.15,-9.90,23.4
17:32:00,-0.44,-0.20,-10.03,23.4
17:32:00,-0.45,-0.03,-10.13,23.4
17:32:00,-0.47,0.07,-9.99,23.4
17:32:00,-0.44,0.10,-10.16,23.4
17:32:00,-0.28,0.02,-10.02,23.4
17:32:00,-0.41,0.09,-10.05,23.4
17:32:00,-0.42,0.04,-10.05,23.4
17:32:00,-0.23,0.00,-10.07,23.4
17:32:00,-0.37,-0.04,-9.96,23.4
17:32:00,-0.11,0.00,-10.01,23.4
17:32:00,-0.18,0.14,-9.97,23.4
17:32:00,-0.24,-0.03,-10.08,23.4
17:32:00,-0.20,-0.02,-10.14,23.4
17:32:00,0.04,0.11,-10.08,23.4
17:32:00,-0.39,0.01,-10.16,23.4
17:32:00,-0.23,0.07,-9.98,23.4
17:32:00,-0.14,0.12,-10.02,23.4
17:32:00,-0.16,-0.05,-10.05,23.4
17:32:00,0.03,0.07,-10.12,23.4
17:32:00,-0.23,0.00,-9.88,23.4
17:32:00,-0.02,0.08,-10.11,23.4
17:32:00,0.06,-0.08,-10.10,23.4
17:32:00,-0.15,0.08,-10.08,23.4
17:32:00,-0.15,0.00,-10.13,23.4
17:32:00,-0.09,0.14,-10.09,23.4
17:32:00,-0.08,0.10,-10.09,23.4
17:32:00,-0.07,0.08,-10.06,23.4
17:32:00,-0.05,-0.01,-10.18,23.4
17:32:00,0.00,0.02,-10.02,23.4
17:32:00,-0.09,0.09,-10.00,23.4
17:32:00,0.05,0.07,-10.05,23.4
17:32:00,0.07,0.16,-10.05,23.4
17:32:00,-0.11,0.16,-10.04,23.4
17:32:00,-0.02,0.21,-10.10,23.4
17:32:00,-0.13,0.07,-10.14,23.4
17:32:00,0.01,0.17,-10.04,23.4
17:32:00,0.05,0.14,-10.04,23.4
17:32:00,0.03,0.08,-10.09,23.4
17:32:00,0.03,0.11,-10.02,23.4
17:32:00,-0.01,0.03,-10.02,23.4
17:32:00,0.04,0.14,-10.15,23.4
17:32:00,-0.03,0.12,-9.99,23.4
17:32:00,0.05,0.05,-9.96,23.4
17:32:00,0.00,0.07,-9.97,23.4
17:32:00,-0.14,0.13,-10.16,23.4
17:32:00,0.01,0.10,-10.01,23.4
17:32:00,0.08,0.17,-10.15,23.4
17:32:00,-0.03,0.11,-10.12,23.4
17:32:00,-0.14,0.04,-10.10,23.4
17:32:00,-0.03,0.02,-10.07,23.4
17:32:00,-0.06,0.02,-10.12,23.4
17:32:00,-0.08,0.00,-10.07,23.4
17:32:00,-0.03,0.07,-10.11,23.4
17:32:00,0.04,0.10,-10.03,23.4
17:32:00,-0.04,0.11,-10.10,23.4
17:32:00,-0.02,0.08,-10.01,23.4
17:32:00,-0.10,0.12,-10.11,23.4
17:32:00,-0.05,0.08,-10.03,23.4
17:32:00,-0.08,0.10,-10.03,23.4
17:32:00,-0.06,-0.04,-10.16,23.4
17:32:00,-0.06,0.07,-10.09,23.4
17:32:00,-0.03,0.00,-10.10,23.4
17:32:00,0.02,0.13,-9.95,23.4
17:32:00,-0.07,0.07,-10.07,23.4
17:32:00,0.00,0.09,-10.11,23.4
17:32:00,-0.03,0.08,-9.95,23.4
17:32:00,0.03,0.09,-10.05,23.4
17:32:00,0.06,0.20,-10.08,23.4
17:32:00,0.00,0.12,-10.08,23.4
17:32:00,0.02,0.08,-10.05,23.4
17:32:00,-0.06,0.12,-10.05,23.4
17:32:01,-0.06,0.00,-10.06,23.4
17:32:01,-0.05,0.15,-9.96,23.4
17:32:01,0.02,0.13,-10.08,23.4
17:32:01,-0.02,0.14,-10.08,23.4
17:32:01,0.00,0.03,-10.04,23.4
17:32:01,-0.04,0.05,-10.06,23.4
17:32:01,-0.01,0.05,-10.01,23.4
17:32:01,0.05,0.10,-10.09,23.4
17:32:01,0.00,0.19,-10.12,23.4
17:32:01,-0.01,0.08,-10.06,23.4
17:32:01,-0.09,0.14,-10.10,23.4
17:32:01,-0.10,0.03,-10.04,23.4
17:32:01,-0.04,0.13,-10.16,23.4
17:32:01,-0.01,0.09,-10.06,23.4
17:32:01,-0.05,0.12,-10.03,23.4
17:32:01,-0.10,0.15,-10.06,23.4
17:32:01,-0.15,0.09,-10.06,23.4
17:32:01,-0.08,-0.03,-10.06,23.4
17:32:01,0.05,0.07,-10.05,23.4
17:32:01,-0.07,-0.05,-10.01,23.4
17:32:01,-0.06,0.11,-10.00,23.4
17:32:01,0.04,-0.03,-10.05,23.4
17:32:01,0.05,0.04,-10.04,23.4
17:32:01,-0.05,0.08,-10.12,23.4
17:32:01,0.02,0.18,-10.12,23.4
17:32:01,0.03,0.06,-10.01,23.4
17:32:01,-0.04,0.09,-10.10,23.4
17:32:01,0.01,0.10,-10.08,23.4
17:32:01,0.00,0.07,-10.03,23.4
17:32:01,0.14,0.16,-10.10,23.4
17:32:01,-0.41,-0.22,-10.11,23.4
17:32:01,0.05,0.17,-10.06,23.4
17:32:01,0.14,0.22,-10.14,23.4
17:32:01,-0.05,0.00,-10.08,23.4
17:32:01,0.05,0.08,-10.04,23.4
17:32:01,0.21,0.35,-10.21,23.4
17:32:01,0.13,0.31,-10.17,23.4
17:32:01,0.36,0.67,-10.25,23.4
17:32:01,0.31,1.09,-10.49,23.4
17:32:01,0.38,0.85,-9.86,23.4
17:32:01,0.38,0.42,-9.05,23.4
17:32:01,-0.42,-0.08,-10.90,23.4
17:32:01,-0.37,-0.29,-10.70,23.4
17:32:01,-0.05,-0.30,-9.34,23.4
17:32:01,0.21,-0.24,-9.23,23.4
17:32:01,0.10,0.07,-9.70,23.4
17:32:01,-0.39,-0.57,-8.33,23.4
17:32:01,-1.18,-1.36,-7.26,23.4
17:32:01,-2.93,-1.55,-5.23,23.4
17:32:01,-0.78,-1.58,-12.27,23.4
17:32:01,1.99,-2.29,-12.79,23.4
17:32:01,-0.49,2.08,-13.82,23.4
17:32:01,1.03,-1.78,-12.30,23.4
17:32:01,1.41,1.60,-11.63,23.4
17:32:01,1.27,-0.40,-8.73,23.4
17:32:01,0.90,1.65,-10.28,23.4
17:32:01,-0.06,2.12,-9.38,23.4
17:32:01,-0.44,3.76,-10.61,23.4
17:32:01,-0.63,3.51,-9.74,23.4
17:32:01,-2.58,3.68,-10.15,23.4
17:32:01,-2.42,2.42,-9.92,23.4
17:32:01,-4.27,-3.69,-11.46,23.4
17:32:01,-3.15,-1.12,-9.71,23.4
17:32:01,-3.70,-3.34,-10.86,23.4
17:32:01,-2.00,-1.84,-12.32,23.4
17:32:01,-1.25,-1.40,-12.20,23.4
17:32:01,-1.00,-1.22,-11.73,23.4
17:32:01,-0.91,-0.23,-8.84,23.4
17:32:01,-0.43,0.64,-6.81,23.4
17:32:01,-0.06,0.28,-7.05,23.4
17:32:01,-0.73,1.14,-6.00,23.4
17:32:01,-0.80,0.46,-4.80,23.4
17:32:01,-0.21,0.25,-7.56,23.4
17:32:01,-1.03,-0.18,-8.66,23.4
17:32:01,-0.44,-0.51,-9.80,23.4
17:32:01,0.66,0.40,-11.77,23.4
17:32:01,0.95,0.09,-11.73,23.4
17:32:01,1.20,0.12,-11.32,23.4
17:32:01,1.20,0.08,-10.03,23.4
17:32:01,1.01,0.16,-10.23,23.4
17:32:01,0.39,0.14,-10.06,23.4
17:32:01,0.36,0.08,-9.96,23.4
17:32:01,-0.07,0.10,-10.43,23.4
17:32:01,-0.66,-0.25,-10.45,23.4
17:32:01,-0.90,-0.64,-10.05,23.4
17:32:01,-0.53,-0.69,-9.75,23.4
17:32:01,-0.49,-0.88,-10.03,23.4
17:32:01,-0.12,-0.79,-10.49,23.4
17:32:01,0.30,-0.71,-11.66,23.4
17:32:01,0.47,-1.67,-11.66,23.4
